"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-01","58","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-02","58","73","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-03","59","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-04","61","77","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-05","60","73","54"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-06","60","70","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-07","56","66","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-08","55","68","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-09","56","70","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-10","55","70","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-11","55","70",
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-12","52","66","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-13","54","68","39"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-14","55","72","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-15","54","72","39"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-16","55","73","39"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-17","56","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-18","56","61","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-19","57","72","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-20","60","75","39"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-21","58","75","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-22","60","77","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-23","63","79","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-24","61","70","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-25","59","64","54"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-26","63",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-27","61","73","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-28","62","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-29","62","77","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-30","65","79","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-01-31","65","75","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-01","59","72","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-03","65","73","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-04","65","77",
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-05","70","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-06","67","81",
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-07","61",,"48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-08","58","72","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-09","60","73","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-10","59","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-11","59","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-12","63","79","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-13","65","81","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-14","66",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-15","69","84","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-16","70","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-17","67","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-18","65","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-19","64","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-20","66","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-21","68","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-22","67","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-23","68","86","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-24","71","90","54"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-25","74","91","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-26","72","88","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-27","71","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-02-28","70","82","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-01","72","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-02","70","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-03","64","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-04","66","84","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-05","70","86","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-06","74","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-07","74","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-08","73","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-09","71","86","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-10","72","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-11","75","90","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-12","67","84",
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-13","71","84","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-14","74","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-15","73","88","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-16","70","81",
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-17","73","84","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-18","72","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-19","70","84","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-20","72","86","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-21","74","88","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-22","76","91","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-23","75",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-24","74","90","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-25","73","91","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-26","74","91","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-27","76","93",
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-28","77","91","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-29","80","93","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-30","78","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-03-31","75","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-01","77","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-02","81","95","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-03","81","97","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-04","83","99","66"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-05","80","93","66"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-06","78","91","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-07","82","97","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-08","83","100","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-09","87","100","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-10","84","100","66"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-11","82","100","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-12","85","99","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-13","85","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-14","85","99","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-15","88","99","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-16","86","100","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-17","87","97","68"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-18","82","95","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-19","80",,"68"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-20","84","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-21","84","95",
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-22","87","100","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-23","84","102",
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-24","86","102","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-25","87","102","68"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-26","88","102","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-27","84","100","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-28","89","102","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-29","90","104","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-04-30","91","104","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-01","92","106","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-02","90","104","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-03","86","97","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-04","87","99","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-05","90","100","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-06","87","99",
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-07","80",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-08","83","95","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-09","85","97","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-10","89","99","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-11","83","99","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-12","88","102","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-13","91","106","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-14","95","109","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-15","97","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-16","91","102","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-17","92","106","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-18","90","100","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-19","91","102","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-20","94",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-21","91","104","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-22","88","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-23","85","100","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-24","90","102","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-25","90","100","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-26","90","102","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-27","88","99","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-28","84","97","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-29","85","95","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-30","87","99","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-05-31","88","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-01","90","99","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-02","89","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-03","93","106","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-04","89","106",
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-05","90","108","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-06","94","108",
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-07","91","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-08","91","100","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-09","86","99","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-10","91","102",
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-11","94","106","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-12","96","109","82"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-13","96","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-14","94","111","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-15","94","111","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-16","95","111","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-17","93","104","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-18","92","102","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-19","96","106","82"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-20","99","108","84"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-21","90","93","84"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-22","88","93","84"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-23","86","91","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-24","90","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-25","90","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-26","90","99","82"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-27","89","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-28","90","102","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-29","81","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-06-30","80","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-01","80","82","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-02","82","88","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-03","89","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-04","88","97","82"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-05","85","95",
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-06","85","90",
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-07","87","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-08","86","91","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-09","86","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-10","85","90","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-11","89",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-12","82","88","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-13","83","90","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-14","81",,
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-15","81","84","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-16","79",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-17","80","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-18","79","81","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-19","82","90","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-20","83","90","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-21","85","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-22","83","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-23","85","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-24","83","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-25","90","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-26","86","93",
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-27","80","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-28","82","84","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-29","82","90","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-30","83","90","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-07-31","81","84","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-01","79","81","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-02","83","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-03","85","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-04","85","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-05","85","90","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-06","87","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-07","87","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-08","88","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-09","85","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-10","85","91","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-11","84","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-12","87","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-13","83","88","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-14","83","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-15","86","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-16","83","90","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-17","83","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-18","84","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-19","86","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-20","85","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-21","84","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-22","80","86",
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-23","79","84","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-24","82","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-25","86","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-26","86","95",
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-27","87","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-28","86","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-29","85","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-30","88","99",
"IN023351400","LUCKNOW AMAUSI, IN","1981-08-31","88","97","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-01","88","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-02","89","97","79"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-03","86","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-04","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-05","88","97","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-06","86","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-07","80","90",
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-08","77","79","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-09","74","77","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-10","77","86","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-11","83","91","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-12","85","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-13","85","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-14","85","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-15","84","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-16","83","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-17","83","93",
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-19","80","93",
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-20","82","90",
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-21","82","90","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-22","82","90","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-23","85","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-24","86","97","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-25","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-26","86",,
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-27","80","84","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-28","78","81","77"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-29","76","81","72"
"IN023351400","LUCKNOW AMAUSI, IN","1981-09-30","81","88",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-01","83","91","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-02","83","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-03","80","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-04","83","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-05","75","91","66"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-06","80","91","68"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-08","81","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-09","79","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-10","77","90","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-12","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-13","78","90",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-14","77","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-15","78","93","64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-16","79","93","66"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-17","78","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-18","76","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-19","75","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-20","76","91","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-21","79","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-22","76","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-23","79","93","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-24","78","90","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-25","78",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-26","74","88",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-27","74","88","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-28","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-29","74","91","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-30","76","88",
"IN023351400","LUCKNOW AMAUSI, IN","1981-10-31","71","79","63"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-01","66","72",
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-02","74","86","61"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-03","73","81","68"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-04","70","77",
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-05","68","81",
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-06","67","82","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-07","69","82","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-08","69",,"55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-09","69","84","55"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-10","70","84","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-11","70","84","59"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-12","68","84","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-13","66","79","57"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-14","67","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-15","65","79","54"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-16","65","79","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-17","64","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-18","66","79",
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-19","65","81","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-20","65","82","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-21","63","81","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-22","62","79",
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-23","62","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-24","63","81","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-25","62","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-26","66","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-27","65","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-28","65","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-29","65","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","1981-11-30","62","77",
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-01","62","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-02","62","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-03","63","79",
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-04","62","77","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-05","60","77","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-06","62","77","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-07","62","70",
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-08","57","73","50"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-09","60","77",
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-10","60","77","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-11","60","77","48"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-12","58","77","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-13","57","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-14","57","75","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-15","57","72","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-16","57","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-17","58","75",
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-18","57","75","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-19","56","77","39"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-20","59","72","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-21","58","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-22","57","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-23","57","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-24","56","72","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-25","59","73","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-26","56","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-27","57","75","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-28","59","77","43"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-29","60","77","46"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-30","59","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","1981-12-31","59","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-01","60","75","44"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-02","58","77","47"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-03","62","76",
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-04","62","77",
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-05","62",,"55"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-06","63","77","52"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-07","61",,"46"
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-08","60","76",
"IN023351400","LUCKNOW AMAUSI, IN","1982-01-09","60","74","44"
