"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","1998-02-26","64","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-02-27","62","76","51"
"IN023351400","LUCKNOW AMAUSI, IN","1998-02-28","61","76","49"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-01","63",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-02","67",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-03","67","82",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-04","71","85","54"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-05","68","85",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-06","66","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-07","63","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-08","64","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-09","67","82",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-10","72",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-11","72","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-12","72","90","60"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-13","71","86",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-14","68","82",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-15","68","83",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-16","71","85",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-17","70","85",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-18","73","85",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-19","73","87",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-20","75","89","61"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-21","75","89","63"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-22","80","91","65"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-23","74","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-24","74","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-25","71","86",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-26","68","87",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-27","75","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-28","76","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-29","69",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-30","68",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-03-31","74","88",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-01","76","89","61"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-02","80","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-03","83","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-04","78","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-05","81","95","65"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-06","83","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-07","83","98",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-08","77","98",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-09","81",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-10","82",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-11","85","101",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-12","87","101",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-13","82","98","66"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-14","83","100",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-15","85","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-16","85","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-17","86","101","68"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-18","85","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-19","87","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-20","90","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-21","87","106","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-22","89","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-23","91","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-24","86","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-25","87","98","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-26","82","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-27","84","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-28","87","101",
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-29","90",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","1998-04-30","87","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-01","91","107",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-02","94","108",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-03","91","108","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-04","89","104",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-05","91","107",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-06","92",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-07","81","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-08","83","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-09","85",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-10","79",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-11","83","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-12","88","100",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-13","91","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-14","91","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-15","91","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-16","92","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-17","93","103",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-18","90","103",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-19","87","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-20","91","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-21","92","110",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-22","96","112",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-23","97",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-24","96","112",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-25","95","111",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-26","94","106",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-27","93","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-28","93","105",
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-29","95",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-30","94",,"83"
"IN023351400","LUCKNOW AMAUSI, IN","1998-05-31","101",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-01","99","113",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-02","99","113","85"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-03","97","112","82"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-04","95","110","80"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-05","95","110",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-06","98","110","82"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-07","98","111",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-08","100","111","91"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-09","96","109",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-10","97","108",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-11","91","108","84"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-12","93","104","81"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-13","97",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-14","89","107",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-15","86","105","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-16","87","97",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-17","92","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-18","94","102",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-19","90","103",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-20","88","103","81"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-21","90","100",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-22","91","101",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-23","89","101","71"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-24","90","99","82"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-25","89","103",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-26","88","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-27","85","95","80"
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-28","87","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-29","84","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-06-30","87","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-01","85","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-02","90","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-03","91","98",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-04","87","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-05","85","98","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-06","81","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-07","82","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-08","83","94","57"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-09","83","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-10","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-11","88","97",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-12","80","97","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-13","81",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-14","83","90","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-15","82","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-16","81","86","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-17","81","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-18","83","89","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-19","81","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-20","81","91","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-21","87","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-22","90","98","81"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-23","89","98",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-24","90","98","81"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-25","89","96","82"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-26","92","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-27","89","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-28","82","99",
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-29","86",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-30","85","95","80"
"IN023351400","LUCKNOW AMAUSI, IN","1998-07-31","86","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-01","88","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-02","86","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-03","84","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-04","82","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-05","82","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-08","88","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-09","86","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-10","87","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-11","84","97","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-12","83","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-13","84","88",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-14","81","88",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-15","81","85","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-16","82",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-17","85","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-18","81","88",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-19","83","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-20","85","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-21","83","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-22","84","91","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-23","85","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-24","82","110","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-25","84","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-26","87",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-27","85",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-28","84",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-29","87","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-30","88",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-08-31","83","94","79"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-01","82","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-02","84","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-03","84","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-04","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-05","87",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-06","83","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-07","84","96","75"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-08","86","94","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-09","86",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-10","85","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-11","82","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-12","83","90","75"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-13","83","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-14","83","91",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-15","82","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-16","87","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-17","87","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-18","85","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-19","85","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-20","81","94","75"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-21","78",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-22","85","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-23","85","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-24","83","91",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-25","85","95",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-26","86","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-27","89","98","78"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-28","87","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-29","82","97",
"IN023351400","LUCKNOW AMAUSI, IN","1998-09-30","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-01","80","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-02","83","91","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-03","81","92",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-04","80","88",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-05","83","91",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-06","82","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-07","84","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-08","86","94","76"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-09","84","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-10","83","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-11","85","96",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-12","84","96","72"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-13","83","96","74"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-14","81","95","72"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-15","82","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-16","81","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-17","85","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-18","79","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-19","77","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-20","80","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-21","81",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-22","79","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-23","78","94",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-24","81","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-25","81","93",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-26","78","91","67"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-27","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-28","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-29","73","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-30","73","90","58"
"IN023351400","LUCKNOW AMAUSI, IN","1998-10-31","78","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-01","78","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-02","75","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-03","71","89","57"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-04","75","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-05","74","90","60"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-06","76","90",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-07","80","89","67"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-08","76","89",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-09","72",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-10","72","84",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-11","69","84","58"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-12","73","86","60"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-13","71","86",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-14","71","85","56"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-15","71","84",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-16","70","84",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-17","71","81",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-18","72","84","62"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-19","74","84","63"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-20","72","85",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-21","71",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-22","68","87","55"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-23","68","84","51"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-24","65","83",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-25","68","84",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-26","70","84","56"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-27","67","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-28","67","83",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-29","66","82",
"IN023351400","LUCKNOW AMAUSI, IN","1998-11-30","67","83",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-01","69","83","51"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-02","65","82",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-03","65","81",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-04","66","81",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-05","63","80","51"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-06","65","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-07","65","79",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-08","64","80","51"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-09","61","80","49"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-10","62","80",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-11","62","80","48"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-12","62","80",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-13","62","78","49"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-14","63","77",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-15","61","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-16","60","78",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-17","56","73",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-18","58",,
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-19","58","74",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-20","59","74",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-21","58","75","44"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-22","59","75",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-23","60","75",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-24","59","75",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-25","54","75","47"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-26","53","68",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-27","50","63",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-28","46","61","38"
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-29","50","60",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-30","49","61",
"IN023351400","LUCKNOW AMAUSI, IN","1998-12-31","52","67","40"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-01","56","71","43"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-02","54","71","42"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-03","51","70",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-04","57","74","38"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-05","58","75",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-06","62","75","49"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-07","60","74",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-08","58","70","50"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-09","52","69",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-11","53","63",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-12","54","65",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-13","55","66",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-14","49","66",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-15","47",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-16","46",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-17","47","55",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-18","52","62",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-19","51",,"43"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-20","48","61","38"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-21","53","70",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-22","62","78",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-23","62",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-24","65","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-25","64","81",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-26","60","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-27","60","75",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-28","56","75","46"
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-29","58","70",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-30","57","68",
"IN023351400","LUCKNOW AMAUSI, IN","1999-01-31","55","69",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-01","56","69",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-02","62","71",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-03","62","72","49"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-04","59","72",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-05","57",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-06","59","74",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-07","59","78",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-08","60","78",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-09","62","72",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-10","63","80",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-11","68","83","54"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-12","69","83",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-13","69","85",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-14","68","85",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-15","67","83",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-16","68",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-17","69","86",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-18","74","88","59"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-19","71","89",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-20","68","89",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-21","68","84",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-22","69","84",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-23","69","86","54"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-24","69","86","57"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-25","70","87",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-26","70","87","59"
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-27","69","84",
"IN023351400","LUCKNOW AMAUSI, IN","1999-02-28","67","83",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-01","69",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-02","68",,
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-03","71","88",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-04","73","88",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-05","74","92",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-06","78","95","62"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-07","80","96","65"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-08","80","96",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-09","80","96",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-10","78","95","62"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-11","77","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-12","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-13","72","91",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-14","74","88","55"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-15","74","90","57"
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-16","75","91",
"IN023351400","LUCKNOW AMAUSI, IN","1999-03-17","76","98",
